Marker,site,Batch,IC50_uM_(+)-SJ733,IC50_uM_17-DMAG (Alvespimycin) HCl,IC50_uM_Abexinostat,IC50_uM_Aclarubicin hydrochloride,IC50_uM_Actinomycin D,IC50_uM_Afatinib,IC50_uM_Aloxistatin,IC50_uM_Alpelisib,IC50_uM_AR-42(HDAC-42),IC50_uM_Artefenomel,IC50_uM_Artemether,IC50_uM_Artemisinin,IC50_uM_Artemisone,IC50_uM_Artemotil,IC50_uM_Artenimol,IC50_uM_Astemizole,IC50_uM_AT9283,IC50_uM_Atovaquone,IC50_uM_Auranofin,IC50_uM_AZ-23,IC50_uM_AZD-5597,IC50_uM_Azoxystrobin,IC50_uM_Batimastat,IC50_uM_Berzosertib,IC50_uM_BI 2536,IC50_uM_Birinapant,IC50_uM_BMS-791325 hydrochloride,IC50_uM_Bortezomib,IC50_uM_Brigatinib,IC50_uM_Buparvaquone,IC50_uM_Carfilzomib,IC50_uM_Cebranopadol,IC50_uM_CEPHARANTHINE,IC50_uM_CGP-60474,IC50_uM_CHIR-124,IC50_uM_Chlorhexidine HCl,IC50_uM_Chloroquine,IC50_uM_Cinchonidine,IC50_uM_Cinnamedrine,IC50_uM_Cipargamin,IC50_uM_Clobetasone butyrate,IC50_uM_Clotrimazole,IC50_uM_CP-673451,IC50_uM_Crizotinib,IC50_uM_CUDC-101,IC50_uM_CUDC-907,IC50_uM_Cycloheximide,IC50_uM_Dabrafenib,IC50_uM_Dacinostat,IC50_uM_Daunomycin HCL,IC50_uM_Decamethonium bromide,IC50_uM_DECOQUINATE,IC50_uM_Defactinib,IC50_uM_Dicyclopentamethylenethiuram disulfide,IC50_uM_Difeterol,IC50_uM_diphenyleneiodonium,IC50_uM_Dipyrithione,IC50_uM_Doxorubicin,IC50_uM_Duloxetine hydrochloride,IC50_uM_Echinomycin,IC50_uM_ECONAZOLE NITRATE,IC50_uM_Elesclomol (STA-4783),IC50_uM_ELQ-300,IC50_uM_Encorafenib,IC50_uM_Epothilone A,IC50_uM_Epoxomicin,IC50_uM_Ethylhexadecyldimethylammonium bromide,IC50_uM_Ferroquine,IC50_uM_Fidaxomicin,IC50_uM_Flumatinib mesylate,IC50_uM_Glyparamide,IC50_uM_GNF-2,IC50_uM_Go-6976,IC50_uM_GSK-2126458,IC50_uM_GW-2580,IC50_uM_GZD-824,IC50_uM_Halofantrine,IC50_uM_Haloxon,IC50_uM_Hesperadin,IC50_uM_Hydroquinine,IC50_uM_HYDROQUININE HYDROBROMIDE HYDRATE,IC50_uM_Hydroxychloroquine sulfate,IC50_uM_Idarubicin hydrochloride,IC50_uM_INK-128,IC50_uM_Isradipine,IC50_uM_KRP-203,IC50_uM_Lapatinib,IC50_uM_Lestaurtinib,IC50_uM_Lumefantrine,IC50_uM_LY2874455,IC50_uM_Malachite Green Oxalate,IC50_uM_Marizomib / Salinosporamide A,IC50_uM_Mefloquine,IC50_uM_Methotrexate,IC50_uM_Methylbenzethonium chloride,IC50_uM_Methylrosaniline chloride,IC50_uM_MG-132,IC50_uM_Milciclib,IC50_uM_MK-1775,IC50_uM_NCGC00016373-13,IC50_uM_NCGC00052276-02,IC50_uM_NCGC00090168-01,IC50_uM_NCGC00090208-01,IC50_uM_NCGC00091231-02,IC50_uM_NCGC00098192-01,IC50_uM_NCGC00100513-01,IC50_uM_NCGC00100738-01,IC50_uM_NCGC00108995-02,IC50_uM_NCGC00114972-02,IC50_uM_NCGC00115685-01,IC50_uM_NCGC00162398-11,IC50_uM_NCGC00181375-01,IC50_uM_NCGC00185323-05,IC50_uM_NCGC00249372-02,IC50_uM_NCGC00356154-01,IC50_uM_NCGC00380396-02,IC50_uM_NCGC00388587-02,IC50_uM_NCGC00389104-02,IC50_uM_NCGC00412395-01,IC50_uM_NCGC00412536-01,IC50_uM_NCGC00412552-01,IC50_uM_NCGC00413871-01,IC50_uM_NCGC00417201-01,IC50_uM_NCGC00421178-01,IC50_uM_NCGC00441011-01,IC50_uM_NCGC00454902-01,IC50_uM_NCGC00465444-01,IC50_uM_NCGC00479600-01,IC50_uM_NCGC00482483-01,IC50_uM_NCGC00589069-05,IC50_uM_Nemorubicin,IC50_uM_Nilotinib,IC50_uM_Nintedanib,IC50_uM_Nitromersol,IC50_uM_NVP-AUY922,IC50_uM_NVP-BGT226,IC50_uM_Omacetaxine mepesuccinate,IC50_uM_OTS-167,IC50_uM_Paclitaxel,IC50_uM_Pamicogrel,IC50_uM_Panobinostat,IC50_uM_Paritaprevir,IC50_uM_Penfluridol,IC50_uM_Pentamidine isethionate,IC50_uM_PF-03814735,IC50_uM_PF-04691502,IC50_uM_PF-04979064,IC50_uM_PIK-90,IC50_uM_Piperaquine,IC50_uM_PKC-412,IC50_uM_Plicamycin,IC50_uM_Ponatinib,IC50_uM_PQ401,IC50_uM_Prexasertib,IC50_uM_Proglumetacin,IC50_uM_Propafenone hydrochloride,IC50_uM_Puromycin (hydrochloride),IC50_uM_Pyronaridine Tetraphosphate,IC50_uM_Quisinostat,IC50_uM_R-1530,IC50_uM_R306465,IC50_uM_REP 8839,IC50_uM_Rifampin,"IC50_uM_Romidepsin (FK228, depsipeptide)",IC50_uM_Salinomycin,IC50_uM_Selonsertib,IC50_uM_Sodium Monensin,IC50_uM_SSR-504734,IC50_uM_Staurosporine,IC50_uM_SULOCTIDIL,IC50_uM_Sunitinib malate,IC50_uM_Symadex,IC50_uM_TAE-684,IC50_uM_Temsirolimus,IC50_uM_Tetradonium bromide,IC50_uM_Tetrahydroberberine,IC50_uM_Tetrandrine,IC50_uM_TG-101209,IC50_uM_TG-101348,IC50_uM_Tilorone,IC50_uM_Tolterodine Tartrate,IC50_uM_Trametinib,IC50_uM_Trifloxystrobin,IC50_uM_UNC-0638,IC50_uM_VE-821,IC50_uM_Verapamil,IC50_uM_Vincristine sulfate,IC50_uM_Volasertib,IC50_uM_Vorinostat (SAHA),IC50_uM_Voruciclib,IC50_uM_Watanidipine,IC50_uM_XL-228,IC50_uM_XL-647,IC50_uM_Zaldaride maleate,IC50_uM_Zinc pyrithione,IC50_uM_ZM-447439,IC50_uM_ZSTK-474
DE246,SC,2,0.070703,0.178866,0.194422,0.193051,0.003892,5.05491,0.165469,14.794876,0.062596,0.028333,0.031732,0.045892,0.005657,0.035794,0.008718,1.168495,0.959812,0.00365,1.995327,1.107133,1.721816,0.041372,0.511086,0.043272,0.358146,1.134509,15.794067,0.050449,3.212384,0.037285,0.035802,0.97105,10.561768,0.733297,0.393179,0.202984,1.251885,1.124422,1.805006,0.002817,1.430158,1.995523,2.384815,1.623993,0.048956,0.022198,0.393261,2.177067,0.088811,0.67173,8.198832,1.165066,1.326196,8.982164,0.636821,0.392145,0.912821,0.743337,0.57157,0.002543,4.002121,0.105689,0.058996,5.260779,0.294226,0.028232,1.966429,0.011301,1.602961,0.225403,11.63064,6.300184,4.27083,0.140724,15.258579,0.465007,0.005123,7.634869,0.86209,0.647756,0.648198,10.205895,2.241445,0.494309,24.937656,7.416315,2.999003,0.611742,0.100884,1.894811,0.361236,0.050793,0.051615,0.291421,0.936312,0.155225,0.065297,3.780453,1.95675,1.051911,2.535395,4.543907,12.841662,0.299324,0.986519,1.86009,0.123409,0.194137,1.802641,1.745704,0.790114,2.057504,1.679621,4.145644,0.121621,5.642894,1.686316,3.216399,4.697599,1.606479,1.564136,14.274847,3.724951,10.679605,10.970443,11.571248,8.621351,4.18158,0.897486,0.018102,0.007351,0.671371,0.463717,4.704476,0.063855,0.00716,0.035559,0.251651,0.309287,8.39722,0.049733,2.130538,1.155639,0.508028,3.360754,1.247701,0.00722,6.279391,0.010224,0.561572,0.161261,0.979371,0.72899,1.087071,1.253929,1.418479,0.124408,0.031904,0.011243,2.323997,7.551582,2.541364,5.6776,1.53583,0.352507,6.968964,0.024614,4.650226,0.153015,0.651793,1.819938,1.534997,1.522191,5.530613,3.21815,3.701812,1.610589,0.655834,0.576208,2.528849,1.835406,0.215605,0.145246,0.223896,0.256381,NA,NA,0.50713,0.389977,1.541814,1.505349,1.930829,0.952581,9.90862,0.72407,1.521646,NA
DE258,SC,2,0.088887,0.253513,0.200549,0.188545,0.003925,5.634307,0.100154,NA,0.089845,0.018245,0.040068,0.036751,0.005639,0.028256,0.007015,1.318138,1.174924,0.002891,2.236135,1.033894,1.800791,0.041336,0.571041,0.040514,0.258905,1.010882,14.776486,0.045144,3.203149,0.036879,0.03227,0.526741,7.533285,0.769401,0.406844,0.183711,1.13565,0.652522,1.395974,0.003185,1.458909,1.999892,3.713107,1.62655,0.054077,0.024651,0.446177,2.909356,0.089843,0.607339,7.86978,1.428181,2.016391,9.663004,0.45898,0.31364,0.580131,0.661483,0.516922,0.002267,3.165455,0.083125,0.053832,8.599746,0.212806,0.025336,1.743128,0.012767,1.197289,0.25246,13.071248,9.619675,3.995337,0.278577,14.806711,0.652545,0.003227,6.580542,0.310898,0.401776,0.299009,10.43834,2.336092,0.437588,20.251437,9.308862,2.82065,0.69887,0.064442,2.10262,0.287431,0.050697,0.036837,0.384777,0.866608,0.109367,0.064081,4.30159,2.308703,0.939679,2.035076,4.038865,24.937656,0.151556,1.105785,1.656633,0.124026,0.684381,1.587004,1.232423,0.71926,2.301331,1.768461,4.836446,0.130715,5.814495,1.427354,2.917192,4.032835,1.841457,2.013629,11.913139,3.701034,11.450501,19.972499,16.821563,9.778734,6.379951,NA,0.018278,0.005691,0.875426,0.47106,5.669378,0.064048,0.008121,0.035615,0.358993,0.389779,7.213613,0.056473,1.621141,1.255797,0.502821,3.91943,1.422874,0.007295,NA,0.016287,0.455777,0.144381,0.957951,1.142932,1.174525,1.00813,1.03628,0.125064,0.018085,0.010019,4.025062,5.760553,2.503062,5.014227,1.25347,0.499598,9.130874,0.035287,4.595312,0.105898,0.525373,1.832742,1.523985,1.06651,4.378924,2.215771,2.840786,1.235126,0.661086,0.646019,1.996567,1.316846,0.281656,0.186129,0.222158,0.307288,14.267406,1.045424,0.509721,0.432099,1.018564,1.01986,2.107297,1.060201,9.964933,0.649033,2.227596,NA
DE331,SC,2,0.088113,0.221902,0.342997,0.213623,0.003903,6.992883,0.346231,16.321268,0.069853,0.044851,0.035589,0.064662,0.008895,0.035671,0.009776,1.160515,1.602344,0.003633,2.822396,1.207301,1.842674,0.052813,1.139363,0.086057,0.439561,1.378266,17.948707,0.071238,4.190366,0.029827,0.035943,NA,NA,0.925585,0.351735,0.355058,2.24952,1.825765,2.33458,0.002831,1.768609,2.241382,4.575975,1.788145,0.05644,0.027978,0.560266,3.614525,0.111122,0.738783,9.376098,4.144428,1.405742,NA,0.87761,0.360391,0.577592,0.742551,0.90713,0.0045,4.503043,0.145176,0.050167,8.529929,0.326705,0.035464,2.489943,0.011281,1.803305,0.224981,23.028053,10.137001,NA,0.175967,23.044415,0.689828,0.013297,9.262616,1.568301,1.160688,0.580681,12.726019,2.534735,0.960066,NA,8.807797,2.932075,0.851985,0.178056,2.57164,0.509306,0.056745,0.07221,0.228995,1.09564,0.243451,0.128896,4.182202,2.114127,1.353715,3.208307,5.073906,24.937656,0.426782,0.978155,4.328371,0.14462,0.327676,1.80717,1.813475,1.076247,2.555298,2.000672,5.128403,0.311141,6.693775,5.482001,2.378545,7.470535,2.275951,NA,17.062815,3.815486,11.500511,17.359871,24.937656,10.833078,9.011274,NA,0.018404,0.010014,1.45833,0.520167,5.625824,0.071592,0.00909,0.035632,0.334125,0.387365,12.847881,0.056234,3.171529,1.796352,0.567286,3.989573,1.743216,0.008913,NA,0.018495,0.765715,0.180504,1.02838,1.145967,0.98558,1.396784,1.815067,0.139281,0.023214,0.014227,3.919384,9.074458,2.936437,6.967441,1.768857,0.420261,7.066679,0.027565,8.260942,0.134594,0.728362,1.836805,1.742246,1.725831,8.124741,4.87693,7.02763,2.499015,0.736168,0.727317,2.266227,3.794958,0.275313,0.209143,0.344826,0.52137,NA,NA,0.973421,0.551629,1.76074,2.132546,1.837822,0.788648,11.468563,0.728587,4.639878,NA
DE359,SC,2,0.07044,0.201363,0.194558,0.17228,0.004368,4.52156,0.152319,NA,0.079199,NA,0.032129,0.051529,NA,0.050351,0.009756,1.17091,0.861999,0.002286,2.245389,0.825863,1.777997,NA,NA,0.037993,0.355484,NA,14.338127,0.063619,NA,0.026581,0.040188,0.843251,9.056877,0.737477,NA,0.180783,1.416033,1.275175,1.808377,0.002812,NA,NA,NA,1.578736,0.043835,0.022309,NA,2.780821,0.099467,0.666782,NA,NA,1.42831,12.622575,0.703335,0.314385,0.651395,0.828895,0.647704,0.002854,NA,0.118888,0.045678,5.347799,0.24228,0.031801,NA,0.011295,1.590444,0.252081,12.998355,5.821833,4.752061,0.140645,NA,0.467205,NA,7.437764,0.701157,0.646881,0.650843,NA,2.217942,0.438024,NA,7.894869,NA,NA,0.113562,1.914829,0.403493,0.063706,0.057977,0.255136,0.982539,0.138347,0.07253,3.964306,1.974149,1.196592,2.833727,NA,16.912105,0.335743,0.983432,1.729127,0.121528,0.222772,NA,1.788656,NA,NA,1.529835,4.045038,0.111044,5.04102,1.491306,3.255854,3.925824,1.64028,1.614338,13.863259,3.713089,11.971361,NA,15.034418,9.643225,5.792633,NA,0.016134,0.007257,0.75769,0.52366,4.799213,0.07102,0.008084,0.035577,0.25423,0.228697,NA,0.05589,2.060723,1.292879,0.561072,3.820249,1.247151,0.007408,NA,0.009165,0.596726,NA,1.027963,NA,0.911358,1.056981,1.573655,NA,0.03584,0.011274,2.332617,NA,2.184128,5.46683,NA,0.352843,7.597932,0.024731,4.705798,NA,0.710398,2.052707,NA,1.370179,5.193035,2.707908,3.231351,1.628815,0.657874,0.576923,2.023892,2.07191,0.220568,0.162843,NA,0.234844,NA,0.498534,0.564578,0.484511,1.548058,1.356907,NA,1.059377,9.872385,0.652962,1.467418,NA
DE382,SC,2,0.070615,0.224248,0.222129,0.19194,0.00391,3.954509,0.219887,17.325879,0.063529,0.028579,0.035656,0.045715,0.005633,0.035739,0.0087,1.185621,0.866678,0.002574,1.995844,0.889087,1.720878,0.029675,0.640095,0.063525,0.322045,1.056381,14.813101,0.056636,3.281982,0.023439,0.035867,NA,11.608704,0.816022,0.313897,0.354779,1.135117,1.264151,1.813263,0.002824,1.098279,1.999924,2.133588,1.625964,0.038892,0.022353,0.437219,3.437998,0.088333,0.609372,7.565514,0.579021,1.376326,8.933796,0.640556,0.28345,0.648014,0.676899,0.637585,0.002542,3.942741,0.092828,0.042297,5.704609,0.22772,0.025171,1.965586,0.011301,1.568002,0.201295,20.375627,6.859697,4.583198,0.157062,16.332921,0.539518,0.029376,7.395207,0.172334,0.649674,0.580312,10.789209,2.238427,0.518236,24.937656,7.916292,2.825453,0.551614,0.127786,1.286195,0.362883,0.056614,0.051592,0.210429,1.001453,0.155544,0.072879,2.141823,2.108946,1.213762,3.180644,3.902834,13.314536,0.334842,0.979293,2.111199,0.102992,0.464607,1.612906,1.719366,0.773402,2.051891,1.533914,3.77338,0.160896,5.940727,1.707013,3.329147,4.04669,2.041203,1.822519,13.91798,3.726243,11.291181,14.937882,14.367782,9.656821,5.720786,1.007355,0.016248,0.00744,0.764389,0.462155,4.200076,0.07164,0.008049,0.035574,0.253318,0.286561,7.805257,0.056206,2.007305,1.182419,0.498976,3.40764,1.381973,0.008878,8.925426,0.016188,0.48021,0.161532,1.052917,1.142842,0.768067,1.067994,1.27364,0.125016,0.020166,0.011276,2.33601,7.828549,2.472549,5.645245,1.180054,0.570773,7.050531,0.027689,4.707481,0.095081,0.692201,2.002528,1.666068,1.312418,5.312819,2.770081,3.584935,1.805365,0.657239,0.715949,2.01391,2.050723,0.236224,0.116456,0.223925,0.310289,15.614967,0.45969,0.633925,0.399632,1.376828,1.212412,1.303815,1.055124,9.292358,0.646569,1.555565,NA
DE009,ND,3,0.115535,0.108755,0.341794,0.158362,0.004602,4.773389,1.366081,NA,0.078782,0.025284,0.037204,0.054787,0.007387,0.031453,0.018285,1.438908,2.415686,0.000484,2.133098,0.947779,2.256728,0.030157,1.139483,0.193543,0.37159,0.07061,NA,0.106671,2.322979,0.012053,0.042056,0.618058,0.716863,0.67997,0.392593,0.199555,1.504302,0.772439,1.785418,0.002454,1.318052,2.242906,1.980063,1.726684,0.119794,0.027934,0.539062,NA,0.117435,0.424412,10.037388,0.045118,6.224366,2.097602,0.269273,0.265358,0.721973,0.222249,0.665854,0.00478,2.280961,0.032985,0.042132,NA,NA,0.040958,4.09439,0.038722,1.531925,0.219834,4.353971,8.587792,9.277906,0.310707,21.799757,0.848094,0.032865,7.524365,0.247229,0.401593,0.515365,15.072306,NA,1.609629,NA,7.134167,4.887864,0.480634,0.041748,1.619166,0.059861,0.041326,0.046053,NA,0.659124,0.168862,0.100146,9.241652,7.206339,1.714407,2.156356,0.739666,NA,0.193437,0.995884,1.151822,0.056448,0.205548,1.326966,1.38625,0.572608,3.115107,2.697974,5.587263,0.668381,10.894919,2.724661,3.13855,10.345304,4.173014,13.20653,16.110148,3.203576,14.576916,NA,NA,10.456718,6.504985,1.128529,0.022541,0.007716,NA,0.713138,12.047115,0.076999,0.010157,0.028872,1.291114,4.237864,11.516267,0.04631,2.585659,1.186224,0.508241,14.406542,2.541757,0.030084,7.316122,0.032695,0.269671,0.178736,1.164712,1.001892,9.051553,1.321226,0.986547,0.154109,0.016189,0.014006,1.369969,5.656823,3.70033,2.570701,0.863281,0.879087,15.961302,0.043566,5.441701,0.063476,0.508035,1.985169,1.634228,0.600671,7.007291,5.141438,10.731893,1.454368,1.124797,0.706971,2.580596,1.438108,0.206048,0.099928,0.179514,1.415212,19.75713,11.605597,1.364686,0.666016,0.804943,0.887423,1.230503,2.177431,9.469417,0.558228,1.297993,2.155096
DE034,ND,3,0.161226,0.172686,0.278323,0.168916,0.004985,5.768395,1.430075,NA,0.102351,0.025614,0.041712,0.073466,0.008204,0.039679,0.022044,1.760766,2.472123,0.001549,3.47585,1.172074,1.828355,0.032548,0.459067,0.197662,0.243922,0.575718,NA,0.063803,4.687709,0.01932,0.045709,0.523376,14.636159,0.478366,0.555742,0.271361,2.027249,0.796554,1.155913,0.003217,0.96,2.031946,5.661021,1.740506,0.07711,0.022917,0.563189,24.937656,0.13757,0.576071,9.298586,0.030707,2.554434,2.975974,0.480073,0.24895,0.571277,0.534099,0.58782,0.004603,2.608517,0.060338,0.041353,NA,NA,0.05024,4.859216,0.010007,1.45073,0.161994,7.06292,NA,14.712062,0.25553,19.638601,1.20924,0.064893,11.10422,1.593963,0.506492,0.499137,13.513631,NA,1.06472,NA,7.303982,3.471802,0.858715,0.051082,2.414548,0.060881,0.063573,0.045994,NA,1.00798,0.175533,0.103429,6.607582,4.376988,1.129704,4.896668,3.701325,24.415659,0.239571,0.961487,0.740055,0.110192,1.167593,1.03094,1.150479,0.722801,2.308566,2.694306,6.886831,0.580014,8.730947,3.311244,5.098768,9.933026,3.764445,7.785149,15.681334,3.727746,11.943365,NA,24.937656,11.787647,6.90631,0.871838,0.019496,0.009251,0.677417,0.715617,15.546064,0.087497,0.009214,0.045501,0.787596,2.997567,8.681331,0.061649,2.583801,1.080533,0.591779,10.090527,2.054276,0.030111,21.41016,0.03774,0.64522,0.132764,1.800175,1.274413,12.406961,1.898178,0.700117,0.140688,0.022725,0.011457,2.014731,5.017687,2.33027,3.376316,0.578163,0.759822,12.753726,0.035496,5.430898,0.163282,0.690953,2.047656,1.897083,1.652493,9.101485,5.999985,6.981857,1.463639,0.977962,0.807261,4.064321,1.433717,0.183781,0.104609,0.201163,1.094229,24.937656,9.52877,0.881522,0.510007,1.249468,0.983321,4.380072,3.74258,10.174309,0.704125,1.795992,2.297102
DE018,ND,3,0.154605,0.104323,0.237735,0.142507,0.004707,3.619023,0.60911,21.123863,0.053351,0.028569,0.0581,0.073086,0.009611,0.03497,0.024471,1.375335,1.298009,0.002687,1.99725,1.262746,1.748299,0.043715,0.593563,0.1269,0.241819,0.544653,24.937656,0.072184,3.082231,0.036343,0.052737,0.512798,15.634619,0.758147,0.311841,0.206714,1.2346,0.95576,1.111932,0.003169,1.479711,1.994438,2.271914,1.606859,0.061521,0.021986,0.420194,24.937656,0.106995,0.386378,9.036344,0.051813,2.343225,3.746828,0.512402,0.279761,1.180878,0.331025,0.586525,0.004656,5.050812,0.078684,0.067707,24.937656,NA,0.039649,7.824348,0.012588,1.285428,0.220563,6.516156,15.319844,5.682797,0.203258,15.728392,0.49324,0.058477,8.165617,0.221299,0.706789,0.523788,10.279677,2.626756,0.684384,24.937656,5.435764,2.245794,0.567333,0.045298,2.563621,0.052982,0.046629,0.04691,NA,0.966361,0.139779,0.101916,4.145576,3.233614,1.278534,2.592974,4.484665,13.837547,0.305275,1.11895,0.670246,0.094068,1.147836,1.784499,1.082808,0.600518,3.185397,2.350142,5.043846,0.349501,5.829509,2.388228,2.160322,5.261732,3.297652,4.596427,13.454446,4.036298,13.460683,NA,24.937656,9.480648,7.034732,0.998916,0.028027,0.005891,0.213164,0.62341,9.69905,0.061901,0.006437,0.03166,0.45978,1.712311,10.658331,0.05408,2.32631,1.600831,0.638823,4.538571,1.62861,0.015909,10.912001,0.018792,0.414595,0.118224,1.271017,1.017829,11.447998,1.392989,0.810187,0.121836,0.017625,0.014266,1.088183,7.363481,2.754817,2.019449,0.574968,0.626068,14.52047,0.031761,8.481546,0.114587,0.546569,2.050549,1.616906,0.905084,6.545245,4.386106,3.868578,1.359881,0.918011,0.804968,1.869144,1.428856,0.363291,0.201145,0.178485,0.713795,24.109018,3.855394,0.666964,0.655637,0.834488,1.171218,0.842364,2.043735,9.209943,0.576962,1.41915,1.739439
DE068,ND,3,0.079096,0.106504,0.251807,0.13434,0.004923,3.967083,0.479389,24.937656,0.052701,0.03555,0.036408,0.065771,0.007587,0.035618,0.025337,1.709584,1.840429,0.001917,1.973526,1.183079,1.88293,0.036356,0.508417,0.127988,0.190026,0.398903,19.891062,0.057411,3.184025,0.026822,0.051718,0.718451,4.6999,1.015268,0.3143,0.287416,1.476676,0.783068,1.060619,0.002528,1.423768,1.783706,2.780893,1.935191,0.068745,0.024913,0.440433,9.892831,0.126531,0.350122,13.811697,0.046864,2.456191,2.327027,0.38604,0.278154,0.582664,0.382893,0.461676,0.003665,3.718501,0.049449,0.045292,NA,NA,0.035476,4.383752,0.044812,1.188022,0.177486,6.800128,6.905904,5.3549,0.320511,17.316202,0.540838,0.019657,10.542976,0.384015,0.453399,0.467829,10.432113,2.616017,0.839016,24.937656,5.078052,2.32574,0.686556,0.036281,1.570666,0.062078,0.041336,0.029924,0.326078,0.96884,0.146812,0.064554,8.119038,3.321891,1.745825,2.816249,2.543051,21.344684,0.218068,0.847368,0.895712,0.08245,0.790622,1.730595,0.965333,0.455637,1.837289,2.169056,5.833465,0.483386,6.728583,2.70037,2.696757,6.681602,2.976679,5.924449,13.774148,3.668617,11.019086,NA,24.937656,9.35795,7.444734,0.791123,0.017488,0.006245,0.287074,0.661941,10.899862,0.073982,0.006566,0.03604,0.770397,2.102501,7.353316,0.05957,1.829929,1.136126,0.517473,9.791111,2.662473,0.027805,14.992924,0.02122,0.380135,0.131081,1.185475,1.010808,2.8226,1.010139,0.562412,0.123407,0.017946,0.010091,1.067245,6.362677,2.278846,2.29229,0.498994,0.886875,13.125206,0.051159,6.15021,0.090701,0.399722,2.043725,1.341633,0.822446,3.702844,5.198703,5.404745,1.371336,0.864389,0.474194,2.92065,1.169123,0.26505,0.162749,0.224479,0.774603,16.943708,4.219805,0.601781,0.657993,0.692606,1.029273,1.041979,1.53027,11.611434,0.630051,1.418157,2.432331
DE141,SC,3,0.109151,0.101754,0.27204,0.162153,0.003676,5.340223,0.855276,22.42743,0.058357,0.009557,0.036798,0.058064,0.004833,0.010636,0.009923,1.501069,1.235688,0.00079,1.971293,0.686383,1.651623,0.034152,0.524088,0.124195,0.195056,0.063691,24.937656,0.071971,4.490998,0.02008,0.053054,0.514879,NA,1.055106,0.214418,0.437597,1.016482,1.314234,1.943613,0.00439,1.217096,2.445042,4.123523,3.733821,0.055106,0.054566,0.472956,NA,0.074143,0.278817,6.954412,0.027597,2.028373,1.818805,0.424691,0.251306,0.917187,0.260137,0.630056,0.004875,2.858732,0.011888,0.027288,8.573659,NA,0.043415,4.879358,0.035833,1.36771,0.185992,3.691617,9.067184,2.110779,0.194839,13.809381,0.537544,0.009494,9.536142,0.668234,0.371851,0.303677,5.458959,NA,1.089534,18.158618,6.534034,2.792699,0.586612,0.043974,1.825475,0.060101,0.04823,0.039453,0.259011,0.712567,0.172956,0.073994,2.930376,2.206341,1.588976,1.833549,1.089892,14.140069,0.159154,0.801585,0.865333,0.044098,0.20461,1.93647,1.546314,1.036035,2.272154,2.411783,5.214487,0.255488,6.661875,3.00463,2.036327,7.485904,2.834591,NA,17.316219,2.73774,9.678427,24.937656,NA,7.151047,3.233739,0.465346,0.03098,0.005194,0.323621,0.365563,11.558424,0.049957,0.008336,0.030673,0.458962,0.444811,7.817855,0.041832,3.604448,3.536558,0.575317,8.213612,1.163287,0.018353,8.339807,0.017382,0.337897,0.133335,1.08501,1.10138,0.532583,1.767868,0.554299,0.090089,0.012226,0.009929,0.851857,9.377132,2.203692,3.300049,0.566287,0.634406,6.976578,0.028768,5.099844,0.126039,0.502028,1.804205,1.394783,1.45053,7.027806,4.808794,3.557249,1.599456,0.802993,0.273773,1.888052,1.626283,0.29131,0.105332,0.250954,0.628827,12.470818,0.993371,0.863053,0.489085,0.520188,0.86059,0.640598,1.028308,9.338701,0.553101,2.31586,1.879322
DE148,SC,3,0.179576,0.13122,0.185787,0.18444,0.00351,3.432328,0.603389,15.331961,0.094055,0.022934,0.078426,0.067017,0.020223,0.035194,0.012189,1.149617,0.680248,0.00575,2.26546,0.807564,2.117056,0.0286,0.381339,0.17065,0.227592,0.797352,20.073057,0.090984,3.492681,0.021768,0.05768,0.596691,NA,0.564061,0.51964,0.231657,1.155149,0.518477,1.013246,0.0046,1.164237,2.238123,3.354348,1.303352,0.054459,0.052726,0.447264,24.937656,0.086016,0.451933,9.520237,0.038411,1.780238,3.090144,0.420793,0.223197,0.721606,0.552384,0.461049,0.008438,2.873833,0.099004,0.055082,14.99779,NA,0.134194,6.121128,0.022722,0.896242,0.28457,7.066957,14.888139,10.614229,0.285929,14.391278,0.661514,0.037693,5.392247,0.15865,0.293087,0.122038,13.16943,2.477433,0.590643,20.206515,4.409674,2.387045,0.68733,0.056661,1.728695,0.050028,0.046755,0.046734,7.534036,0.712761,0.144246,0.082685,4.585663,3.872825,1.221065,2.772198,5.84329,18.803092,0.215267,0.958448,1.162158,0.070583,0.303053,1.614873,0.554255,0.465482,2.26356,2.001036,4.977661,0.370129,5.724317,1.8493,3.020867,5.643832,2.744385,3.156541,14.312457,3.625937,9.468485,NA,24.937656,12.140452,5.923375,0.640742,0.033697,0.029443,1.008903,0.656101,14.021604,0.089811,0.012525,0.055207,0.418439,1.496678,8.385441,0.053528,1.585149,0.879471,0.55886,6.538369,1.706117,0.020841,30.869109,0.054283,0.441047,0.186029,1.02215,0.911475,1.360304,0.933317,0.884543,0.141391,0.023094,0.036145,1.474849,5.869294,1.640465,3.019165,0.583013,0.625994,4.22976,0.027278,5.066125,0.176601,0.461506,2.174599,1.724885,0.866748,6.56628,4.461122,3.543719,1.125195,0.734841,0.529334,1.714053,0.932921,0.177695,0.202059,0.225548,0.846514,15.60686,2.770189,0.440893,0.684519,0.90055,0.76048,1.086318,1.702944,5.719892,0.56561,1.453149,1.56614
