Marker,site,Batch,IC50_uM_(+)-SJ733,IC50_uM_17-DMAG (Alvespimycin) HCl,IC50_uM_Abexinostat,IC50_uM_Aclarubicin hydrochloride,IC50_uM_Actinomycin D,IC50_uM_Afatinib,IC50_uM_Aloxistatin,IC50_uM_Alpelisib,IC50_uM_AR-42(HDAC-42),IC50_uM_Artefenomel,IC50_uM_Artemether,IC50_uM_Artemisinin,IC50_uM_Artemisone,IC50_uM_Artemotil,IC50_uM_Artenimol,IC50_uM_Astemizole,IC50_uM_AT9283,IC50_uM_Atovaquone,IC50_uM_Auranofin,IC50_uM_AZ-23,IC50_uM_AZD-5597,IC50_uM_Azoxystrobin,IC50_uM_Batimastat,IC50_uM_Berzosertib,IC50_uM_BI 2536,IC50_uM_Birinapant,IC50_uM_BMS-791325 hydrochloride,IC50_uM_Bortezomib,IC50_uM_Brigatinib,IC50_uM_Buparvaquone,IC50_uM_Carfilzomib,IC50_uM_Cebranopadol,IC50_uM_CEPHARANTHINE,IC50_uM_CGP-60474,IC50_uM_CHIR-124,IC50_uM_Chlorhexidine HCl,IC50_uM_Chloroquine,IC50_uM_Cinchonidine,IC50_uM_Cinnamedrine,IC50_uM_Cipargamin,IC50_uM_Clobetasone butyrate,IC50_uM_Clotrimazole,IC50_uM_CP-673451,IC50_uM_Crizotinib,IC50_uM_CUDC-101,IC50_uM_CUDC-907,IC50_uM_Cycloheximide,IC50_uM_Dabrafenib,IC50_uM_Dacinostat,IC50_uM_Daunomycin HCL,IC50_uM_Decamethonium bromide,IC50_uM_DECOQUINATE,IC50_uM_Defactinib,IC50_uM_Dicyclopentamethylenethiuram disulfide,IC50_uM_Difeterol,IC50_uM_diphenyleneiodonium,IC50_uM_Dipyrithione,IC50_uM_Doxorubicin,IC50_uM_Duloxetine hydrochloride,IC50_uM_Echinomycin,IC50_uM_ECONAZOLE NITRATE,IC50_uM_Elesclomol (STA-4783),IC50_uM_ELQ-300,IC50_uM_Encorafenib,IC50_uM_Epothilone A,IC50_uM_Epoxomicin,IC50_uM_Ethylhexadecyldimethylammonium bromide,IC50_uM_Ferroquine,IC50_uM_Fidaxomicin,IC50_uM_Flumatinib mesylate,IC50_uM_Glyparamide,IC50_uM_GNF-2,IC50_uM_Go-6976,IC50_uM_GSK-2126458,IC50_uM_GW-2580,IC50_uM_GZD-824,IC50_uM_Halofantrine,IC50_uM_Haloxon,IC50_uM_Hesperadin,IC50_uM_Hydroquinine,IC50_uM_HYDROQUININE HYDROBROMIDE HYDRATE,IC50_uM_Hydroxychloroquine sulfate,IC50_uM_Idarubicin hydrochloride,IC50_uM_INK-128,IC50_uM_Isradipine,IC50_uM_KRP-203,IC50_uM_Lapatinib,IC50_uM_Lestaurtinib,IC50_uM_Lumefantrine,IC50_uM_LY2874455,IC50_uM_Malachite Green Oxalate,IC50_uM_Marizomib / Salinosporamide A,IC50_uM_Mefloquine,IC50_uM_Methotrexate,IC50_uM_Methylbenzethonium chloride,IC50_uM_Methylrosaniline chloride,IC50_uM_MG-132,IC50_uM_Milciclib,IC50_uM_MK-1775,IC50_uM_NCGC00016373-13,IC50_uM_NCGC00052276-02,IC50_uM_NCGC00090168-01,IC50_uM_NCGC00090208-01,IC50_uM_NCGC00091231-02,IC50_uM_NCGC00098192-01,IC50_uM_NCGC00100513-01,IC50_uM_NCGC00100738-01,IC50_uM_NCGC00108995-02,IC50_uM_NCGC00114972-02,IC50_uM_NCGC00115685-01,IC50_uM_NCGC00162398-11,IC50_uM_NCGC00181375-01,IC50_uM_NCGC00185323-05,IC50_uM_NCGC00249372-02,IC50_uM_NCGC00356154-01,IC50_uM_NCGC00380396-02,IC50_uM_NCGC00388587-02,IC50_uM_NCGC00389104-02,IC50_uM_NCGC00412395-01,IC50_uM_NCGC00412536-01,IC50_uM_NCGC00412552-01,IC50_uM_NCGC00413871-01,IC50_uM_NCGC00417201-01,IC50_uM_NCGC00421178-01,IC50_uM_NCGC00441011-01,IC50_uM_NCGC00454902-01,IC50_uM_NCGC00465444-01,IC50_uM_NCGC00479600-01,IC50_uM_NCGC00482483-01,IC50_uM_NCGC00589069-05,IC50_uM_Nemorubicin,IC50_uM_Nilotinib,IC50_uM_Nintedanib,IC50_uM_Nitromersol,IC50_uM_NVP-AUY922,IC50_uM_NVP-BGT226,IC50_uM_Omacetaxine mepesuccinate,IC50_uM_OTS-167,IC50_uM_Paclitaxel,IC50_uM_Pamicogrel,IC50_uM_Panobinostat,IC50_uM_Paritaprevir,IC50_uM_Penfluridol,IC50_uM_Pentamidine isethionate,IC50_uM_PF-03814735,IC50_uM_PF-04691502,IC50_uM_PF-04979064,IC50_uM_PIK-90,IC50_uM_Piperaquine,IC50_uM_PKC-412,IC50_uM_Plicamycin,IC50_uM_Ponatinib,IC50_uM_PQ401,IC50_uM_Prexasertib,IC50_uM_Proglumetacin,IC50_uM_Propafenone hydrochloride,IC50_uM_Puromycin (hydrochloride),IC50_uM_Pyronaridine Tetraphosphate,IC50_uM_Quisinostat,IC50_uM_R-1530,IC50_uM_R306465,IC50_uM_REP 8839,IC50_uM_Rifampin,"IC50_uM_Romidepsin (FK228, depsipeptide)",IC50_uM_Salinomycin,IC50_uM_Selonsertib,IC50_uM_Sodium Monensin,IC50_uM_SSR-504734,IC50_uM_Staurosporine,IC50_uM_SULOCTIDIL,IC50_uM_Sunitinib malate,IC50_uM_Symadex,IC50_uM_TAE-684,IC50_uM_Temsirolimus,IC50_uM_Tetradonium bromide,IC50_uM_Tetrahydroberberine,IC50_uM_Tetrandrine,IC50_uM_TG-101209,IC50_uM_TG-101348,IC50_uM_Tilorone,IC50_uM_Tolterodine Tartrate,IC50_uM_Trametinib,IC50_uM_Trifloxystrobin,IC50_uM_UNC-0638,IC50_uM_VE-821,IC50_uM_Verapamil,IC50_uM_Vincristine sulfate,IC50_uM_Volasertib,IC50_uM_Vorinostat (SAHA),IC50_uM_Voruciclib,IC50_uM_Watanidipine,IC50_uM_XL-228,IC50_uM_XL-647,IC50_uM_Zaldaride maleate,IC50_uM_Zinc pyrithione,IC50_uM_ZM-447439,IC50_uM_ZSTK-474
DE004,ND,2,0.062944,0.141474,0.247472,0.167237,0.003441,3.82716,0.215563,NA,0.089248,0.031856,0.035796,0.051779,0.005064,0.03557,0.007765,1.184887,1.07611,0.002277,2.005168,0.824489,1.571423,0.02966,0.571026,0.045187,0.227766,0.73531,15.1249,0.050426,3.225429,0.017926,0.035689,NA,6.596462,0.582351,0.296229,0.181154,2.028285,1.022328,1.395572,0.002003,1.100271,1.788527,2.129265,1.445399,0.068526,0.025085,0.393082,3.49126,0.097447,0.588802,8.105822,0.248205,1.190569,7.126518,0.403017,0.223498,0.642844,0.647263,0.568679,0.002548,3.502296,0.065727,0.037416,4.502948,0.302261,0.025181,1.594566,0.014179,1.074019,0.282848,12.861846,10.422759,3.998172,0.249697,15.406769,0.463527,0.005089,11.068237,0.236738,0.566668,0.51386,14.768586,2.285629,0.440306,NA,5.182167,2.566905,0.477915,0.079072,1.669189,0.32349,0.050788,0.036265,0.265641,0.857054,0.124403,0.06527,4.226505,1.74505,0.92489,2.268445,2.301526,19.08087,0.236637,0.869732,1.429363,0.095416,0.718755,1.593358,1.08293,0.561419,2.058165,1.256184,3.636362,0.129352,5.585959,1.356493,2.101981,2.982686,1.981468,1.96037,10.878768,3.684127,11.302319,NA,20.482055,7.804512,6.495589,0.795797,0.010331,0.006581,0.868273,0.413026,4.749717,0.056916,0.005687,0.035528,0.285215,0.249667,8.257171,0.055811,1.419688,0.887891,0.503322,4.935579,1.466777,0.007285,NA,0.018155,0.357062,0.160858,1.076349,1.13416,0.397118,0.886781,0.711059,0.109287,0.045531,0.012601,4.491519,5.911209,3.023259,5.030002,1.089093,0.404814,9.98703,0.01963,5.065205,0.086726,0.554663,2.204535,1.350155,0.870101,5.229647,2.153633,3.185716,1.262602,0.737419,0.630808,2.012254,1.616524,0.220925,0.09402,0.249439,0.346824,8.414373,0.49974,0.475308,0.444044,0.88384,1.08872,0.732269,1.154798,10.503596,0.640991,1.798344,NA
DE032,ND,2,0.063082,0.179008,0.249218,0.190679,0.003816,5.650162,0.252287,17.897213,0.070733,0.032346,0.035641,0.051858,0.00794,0.03175,0.008598,1.172709,1.378761,0.00179,2.240056,1.152619,1.724707,0.025972,0.713912,0.067632,0.346683,1.129491,16.024227,0.056244,4.168562,0.018088,0.035898,NA,7.030362,0.726898,0.436726,0.100281,1.603313,1.146076,1.785644,0.002518,1.091823,2.236316,4.257788,1.620654,0.067284,0.027697,0.49248,3.83681,0.08931,0.730169,7.336301,0.404455,1.612887,6.904821,0.559923,0.251076,0.572348,0.805937,0.568902,0.002263,3.572856,0.091148,0.037456,6.751336,0.424657,0.028113,1.840834,0.015929,1.242506,0.251263,14.554048,7.697912,5.430192,0.17542,17.067488,0.715914,0.008031,8.203507,1.098629,0.648837,0.513746,14.612706,2.131614,0.711538,21.937939,6.534453,2.459719,0.691777,0.11062,3.006827,0.456616,0.0455,0.045768,0.206032,0.881346,0.151471,0.081187,4.088528,2.180875,1.044862,2.064566,3.251594,21.058354,0.264902,0.974116,1.477204,0.11154,0.757909,1.256713,1.556425,0.678447,2.584649,1.271462,5.055586,0.213733,5.681842,1.317531,3.552784,6.214018,1.990828,NA,11.59897,3.418407,10.718059,20.407631,16.693047,9.403326,6.475361,0.877421,0.012845,0.006625,0.899247,0.516283,4.014765,0.070822,0.007179,0.035427,0.28167,0.243706,10.841148,0.055764,2.170352,1.061136,0.499183,4.913371,1.562606,0.008639,NA,0.016156,0.503989,0.1597,1.233869,1.092153,1.226041,1.209879,1.268782,0.12329,0.035582,0.011285,4.534081,6.904862,2.471549,5.617769,1.378543,0.45108,8.728631,0.024702,5.047723,0.115428,0.63922,2.038283,1.475428,1.286053,7.396869,2.99927,4.844044,1.489628,0.657788,0.700233,2.01533,1.995439,0.218582,0.090929,0.27894,0.41124,NA,2.03251,0.76104,0.433274,1.098444,1.338079,1.763366,0.778543,9.981529,0.638943,2.955264,NA
DE044,ND,2,0.063488,0.198805,0.200853,0.190139,0.004287,5.084443,0.216506,16.915487,0.056226,0.025443,0.035756,0.051896,0.005074,0.035625,0.009773,1.162124,1.032812,0.002034,2.245986,0.920361,1.989101,0.029549,0.638583,0.048648,0.283824,1.133891,14.705409,0.056596,3.740285,0.018291,0.031524,2.330098,9.036319,0.824217,0.42861,0.182657,1.26824,0.814496,1.560198,0.002245,1.129726,1.997037,3.676153,1.197213,0.07708,0.024943,0.442181,3.936627,0.088658,0.823195,8.229157,0.492886,1.547006,4.907789,0.495817,0.250851,0.574391,0.897774,0.563047,0.002547,3.188307,0.102876,0.036868,10.077734,0.560255,0.025247,2.531194,0.008962,0.947427,0.178532,15.435697,8.896492,5.841406,0.221501,15.95277,0.593566,0.007213,6.480964,0.442875,0.510756,0.346839,12.779096,2.358738,0.499651,NA,7.456317,1.982539,0.450031,0.08852,2.093802,0.364992,0.063713,0.045746,0.253581,0.947911,0.133847,0.065195,3.733478,2.653451,1.217492,2.043081,3.617745,19.505684,0.187727,0.98778,1.449505,0.086048,0.528726,1.392544,1.373314,0.693246,2.036588,1.200118,3.972017,0.160345,5.583523,1.712054,3.018839,4.646849,1.801278,1.708012,11.795208,3.283183,9.861664,14.928787,22.757806,8.320801,7.249733,0.718176,0.014521,0.006402,0.675731,0.458188,4.027931,0.070518,0.0064,0.035323,0.350747,0.419728,8.343975,0.050129,1.719417,1.013512,0.498422,3.712457,1.250317,0.009705,NA,0.016149,0.508451,0.161609,1.150672,1.009121,1.009371,1.065815,0.978395,0.138945,0.028207,0.011271,4.061917,6.866139,1.939394,5.062266,1.124717,0.406287,8.116893,0.030681,4.529446,0.093513,0.566018,2.049875,1.491648,1.07221,6.282399,3.007683,3.316088,1.329368,0.653231,0.666806,2.009973,2.131382,0.170729,0.093138,0.224029,0.283129,10.529905,0.996653,0.546094,0.294263,1.03925,1.17521,1.704707,0.841274,8.868961,0.571137,1.512863,NA
DE065,ND,2,0.079566,0.199327,0.303998,0.215199,0.004213,5.340739,0.230885,NA,0.079134,0.035721,0.035778,0.057667,0.006356,0.040064,0.008608,1.162185,1.431345,0.002563,2.241247,1.125536,1.836767,0.033117,0.779653,0.055519,0.507301,1.066118,17.949952,0.050235,4.467791,0.023146,0.031761,NA,NA,1.026533,0.312511,0.201394,1.12951,1.129201,1.826495,0.002825,1.096913,1.995022,2.407272,1.204375,0.068511,0.02504,0.443071,3.658172,0.11062,0.664381,6.944101,1.122159,1.537173,7.32542,0.792633,0.251361,0.571973,0.735177,0.713504,0.003578,2.85581,0.11315,0.046557,8.011003,0.236105,0.02519,2.486922,0.01782,1.352491,0.251599,16.917431,9.798358,NA,0.223764,15.277637,0.457815,0.009291,7.068557,0.202069,0.72002,0.646561,11.753677,2.307009,0.593741,NA,6.708674,4.41412,0.681598,0.140919,1.493318,0.323772,0.063468,0.063963,0.227353,0.999549,0.123396,0.090547,3.642925,2.220481,0.996532,2.016567,4.23262,24.937656,0.333299,1.089933,2.024781,0.185866,0.273811,1.550412,1.71568,1.242338,3.599351,0.880985,5.075984,0.191974,5.718127,2.279239,2.525619,6.037766,2.030655,NA,14.031887,3.421831,9.407099,20.950447,24.937656,9.525703,6.898764,NA,0.016165,0.007329,0.947573,0.586319,4.513161,0.070576,0.007179,0.039828,0.590985,0.200521,10.057951,0.062483,2.551952,1.190112,0.492815,4.20249,1.76655,0.009997,NA,0.01796,0.539099,0.159695,0.953658,0.901242,0.110609,1.426462,1.568766,0.138674,0.031782,0.012644,3.227406,7.820256,2.368915,5.986608,1.19932,0.405304,8.374201,0.027952,4.871019,0.072192,0.712537,1.953085,1.78088,1.223818,6.653007,2.731083,4.24202,1.283611,0.611415,0.817288,1.808597,2.480715,0.300609,0.116637,0.279642,0.436521,NA,0.568122,0.763619,0.494189,1.702044,1.351809,0.66071,0.789131,11.109757,0.802085,2.460034,NA
DE077,ND,2,0.063172,0.124742,0.226141,0.22874,0.003619,6.281695,0.272391,13.559233,0.063079,0.032032,0.040228,0.058801,0.007157,0.040157,0.030677,2.438657,0.757199,0.00321,1.979418,1.132011,1.70033,0.03717,0.504394,0.0139,0.339917,1.331664,14.629755,0.063653,4.672911,0.012609,0.032072,0.457007,9.360901,0.727439,0.336518,0.8029,1.549121,1.181508,1.824538,0.002243,1.362314,2.223396,3.378527,1.789321,0.044924,0.019719,0.500642,2.567944,0.078665,0.53177,9.09547,2.04572,1.428701,NA,0.844432,0.286012,0.642065,0.59967,0.720705,0.003199,2.545418,0.180917,0.043001,4.702805,2.143451,0.044845,4.102411,0.035736,1.068578,0.178277,15.247575,7.843868,6.497538,0.12626,19.287283,0.412844,0.143917,6.177489,1.341608,0.648839,0.718935,10.293368,2.636248,0.573218,24.937656,6.716577,2.879617,0.621263,0.161198,3.264801,0.357619,0.050446,0.051868,0.263042,1.044846,0.196712,0.066335,2.673308,1.673726,1.387562,4.476454,3.899417,24.19068,0.298993,0.975337,0.800893,0.103562,0.730966,2.256641,1.799939,0.796203,2.245642,4.558433,3.520023,0.18282,5.092184,1.482335,1.816102,5.451713,1.091746,1.065916,31.200284,3.73699,12.230853,24.937656,9.691973,12.165902,5.980734,0.588106,0.016204,0.011478,0.702991,0.510432,4.557484,0.04503,0.004528,0.019918,0.320788,0.33875,8.39818,0.044757,2.49278,1.558906,0.567743,3.360145,1.239413,0.005109,NA,0.016327,0.565517,0.179453,1.147055,0.720093,1.087214,2.968883,1.408326,0.109355,0.01797,0.014092,4.62462,10.568506,2.78372,6.251266,1.272885,0.312348,6.946185,0.007808,4.177001,0.093269,0.63884,2.023753,1.226821,1.336793,7.234759,3.665715,5.828864,2.087002,1.01397,0.788746,2.484326,2.100232,0.154609,0.104128,0.248918,0.211262,18.577767,NA,0.79795,0.281477,1.372675,1.373158,1.602132,1.202293,10.866367,0.637191,2.217608,NA
DE140,SC,2,0.070829,0.2005,0.177816,0.152935,0.003832,3.631047,0.091391,14.203915,0.049356,0.025403,0.04014,0.036942,0.005066,0.031794,0.007603,1.154433,0.755408,0.001788,2.000137,0.786178,1.529678,0.026228,0.572612,0.027762,0.280717,0.72279,14.627957,0.05633,2.834139,0.020419,0.025397,0.487959,8.182954,0.646154,0.382901,0.223394,1.132145,1.13794,1.54472,0.00224,1.090495,1.988633,2.320318,1.259083,0.049249,0.019624,0.353525,2.604153,0.078509,0.569124,8.797815,0.210713,1.478731,5.173764,0.562085,0.280604,0.642682,0.639813,0.639472,0.002263,2.563024,0.092727,0.037723,5.208047,0.176431,0.022392,1.773017,0.011297,1.408386,0.251379,12.141024,5.259472,3.338062,0.14097,13.195749,0.316799,0.005089,6.069832,0.457206,0.568018,0.51727,8.013713,2.26146,0.332909,20.072988,6.548745,2.200992,0.486436,0.079653,1.227499,0.360857,0.050531,0.04564,0.235696,0.70164,0.112136,0.057628,2.132888,1.714127,0.770636,2.239487,2.295156,12.153359,0.262745,0.957327,1.549157,0.07766,0.20942,1.396206,1.393073,0.500249,2.033784,0.99456,3.685708,0.085806,5.707321,0.883574,2.509572,2.716857,1.610278,1.296048,10.680068,3.290335,10.213924,16.160518,11.370374,8.543517,4.125207,0.681514,0.014463,0.006786,0.662159,0.411599,3.20642,0.05726,0.005741,0.031602,0.222132,0.192566,8.875654,0.044316,1.639758,0.899859,0.449279,3.166092,1.109439,0.005285,5.827532,0.010174,0.359477,0.162036,0.767391,0.906867,0.392287,1.064649,1.095057,0.108018,0.025425,0.011276,2.321785,7.063348,2.239544,4.313481,1.258833,0.325946,6.630898,0.024732,4.551649,0.064359,0.580765,2.176985,1.502974,0.963209,4.561132,2.044022,1.887369,1.320932,0.655797,0.411482,1.793173,2.007443,0.176757,0.092558,0.199794,0.207084,5.267591,0.218039,0.558825,0.279117,1.115194,1.287231,0.714408,0.667494,10.213822,0.640758,1.147538,0.972935
DE147,SC,2,0.07088,0.08731,0.25111,0.180533,0.002625,6.042298,0.293913,13.54714,0.055502,0.028726,0.035825,0.041405,0.007195,0.034859,0.015233,2.001722,0.926318,0.002907,1.997199,1.119949,2.039076,0.041632,0.568411,0.019525,0.315224,1.680949,14.62847,0.072084,3.663688,0.020031,0.031728,0.455793,4.785553,0.715129,0.178777,0.562345,1.071789,0.738997,1.797288,0.002525,1.280189,2.007325,3.323926,1.780969,0.044323,0.022139,0.438508,2.539185,0.069058,0.443448,7.317077,7.140817,1.203996,9.909896,0.720543,0.32732,0.568205,0.381597,0.710898,0.002274,2.823731,0.119685,0.049126,2.451953,NA,0.031885,3.838479,0.04486,0.983985,0.200037,16.944789,5.132204,10.143975,0.111544,19.174388,0.436519,0.062833,8.459333,0.185401,0.513881,0.506648,10.541556,2.786185,0.643674,NA,4.995443,3.840141,0.459616,0.158299,1.581944,0.254808,0.089253,0.057089,0.267852,0.798139,0.172646,0.073475,2.047118,1.224081,1.07035,3.56063,3.57109,20.758891,0.210701,0.971397,0.711559,0.095479,0.290207,1.782719,1.779778,0.704293,2.12277,2.573339,3.856211,0.195749,4.309679,2.091041,1.992645,5.822154,2.196246,1.933847,22.249642,3.78299,11.11793,19.509842,9.697342,12.074933,6.612611,0.780192,0.01833,0.010792,1.75716,0.368898,3.900307,0.050194,0.00364,0.019973,0.29512,0.25502,8.595659,0.044218,2.624932,1.111632,0.439037,1.705184,1.264876,0.005769,8.299157,0.018209,0.450306,0.160144,1.16309,1.01213,0.132579,1.965591,1.087218,0.08869,0.019979,0.015803,4.855237,6.976093,2.42634,6.563257,1.122149,0.245598,5.659614,0.005097,4.63405,0.054668,0.568389,1.400265,1.075525,1.198743,8.226384,3.353446,5.390173,2.192478,0.904878,0.692043,2.484769,1.851332,0.137938,0.163265,0.251388,0.257704,NA,NA,0.779719,0.279119,1.117961,1.591451,0.25435,1.298027,8.836435,0.711926,4.040426,NA
DE165,SC,2,0.071159,0.225338,0.250206,0.19121,0.003861,5.640609,0.176391,21.137902,0.070546,0.028545,0.031605,0.041389,0.005665,0.035503,0.006891,1.030982,1.341412,0.002546,2.246363,1.160311,2.189539,0.037124,0.645557,0.059737,0.284784,1.207691,14.903611,0.056529,4.250121,0.023258,0.031835,NA,8.809043,0.740753,0.393875,0.226673,1.416481,1.028303,1.811275,0.002834,1.25058,1.998648,3.698215,1.628003,0.061784,0.024926,0.443594,3.292617,0.0787,0.656957,9.289336,0.929245,1.560448,10.681776,0.56723,0.283683,0.573767,0.718576,0.568603,0.002858,3.547039,0.115001,0.051648,6.761104,NA,0.020133,1.727818,0.011294,1.219139,0.252734,18.207346,6.488905,7.953147,0.222622,17.109598,0.491718,0.005158,7.176279,0.916859,0.513598,0.368159,14.0048,2.160515,0.663574,NA,6.712943,1.364547,0.620534,0.090088,2.246157,0.361138,0.040217,0.051093,0.309053,1.067413,0.175507,0.06511,3.732048,2.109157,1.199993,2.253196,3.78516,21.506963,0.171929,1.091327,1.224674,0.118193,0.212284,1.397946,1.748267,0.972559,2.327356,1.181415,4.748738,0.183493,5.599336,1.41796,3.215097,6.577202,1.778085,2.095162,12.758658,3.738564,11.323076,18.101195,14.795404,9.660375,5.724517,NA,0.016154,0.007365,0.749192,0.512627,7.161837,0.071446,0.009085,0.035563,0.294588,0.264108,10.751837,0.050032,2.177648,1.117022,0.559743,4.575791,1.457009,0.009171,NA,0.016183,0.696919,0.16134,0.849591,0.803189,0.72808,1.084157,0.986882,0.124108,0.035677,0.011217,3.622513,6.569748,2.482497,5.696339,1.135483,0.387763,7.894835,0.031146,4.545858,0.136367,0.576378,2.03895,1.345441,1.357924,8.444312,3.73679,4.853429,1.583032,0.65207,0.579103,2.244191,2.23683,0.219799,0.119014,0.281147,0.381048,8.973307,NA,0.715393,0.390503,1.079596,1.329091,1.272053,0.837512,10.73118,0.572991,1.175738,NA
DE179,SC,2,0.056076,0.098598,0.199747,0.178335,0.002104,5.72935,0.159539,10.777197,0.036495,0.025405,0.035799,0.046937,0.007145,0.034451,0.013588,1.401183,0.740346,0.003099,1.972912,0.918787,1.562502,0.033081,0.45065,0.017886,0.252483,1.027565,13.871108,0.11313,2.87507,0.014387,0.025143,0.356078,5.286512,0.56084,0.274625,0.561401,1.402499,1.262833,1.835082,0.001987,1.234617,1.985537,2.389323,1.79275,0.039788,0.022013,0.393065,2.263386,0.055336,0.497268,8.560316,5.212285,1.306009,NA,0.5659,0.31586,0.643507,0.498558,0.724373,0.002258,2.857693,0.098684,0.054523,2.907151,0.375385,0.028138,3.196324,0.15811,0.904509,0.200075,17.98045,4.165735,5.3574,0.100116,16.516096,0.539882,0.042048,5.49423,0.663734,0.648358,0.650125,11.215421,2.490985,0.626357,24.937656,5.699839,2.168372,0.564753,0.158684,2.098849,0.451784,0.050532,0.045814,0.241507,1.069894,0.199073,0.07315,2.068803,0.987532,1.32582,3.580657,3.528959,17.659332,0.297762,0.76904,0.713489,0.094327,0.23874,1.735745,1.948506,0.620984,2.250959,2.220366,3.834265,0.119949,3.956208,0.975691,1.747669,6.683359,1.324123,0.88872,20.203183,3.767474,10.503206,18.919575,8.258324,9.658386,3.733634,0.599838,0.014387,0.011036,0.55692,0.413966,3.926931,0.032151,0.004548,0.014228,0.328321,0.158975,7.374184,0.035115,2.114823,1.237256,0.486542,2.175081,1.241805,0.005149,6.380697,0.01619,0.545269,0.159758,1.304617,0.722021,0.556934,1.900727,0.971207,0.088656,0.022263,0.010049,3.51335,7.846476,2.209278,5.314113,1.176096,0.250098,5.067021,0.005627,4.767158,0.138191,0.585369,1.580076,0.968903,1.203397,5.794493,4.675729,4.236309,2.048231,0.643183,0.50337,3.792427,2.422679,0.139135,0.115911,0.285181,0.232317,NA,NA,0.698314,0.223593,1.200149,1.213345,0.800972,0.979978,8.439288,0.714312,1.759683,NA
DE203,SC,2,0.070957,0.198256,0.249298,0.217179,0.003826,6.283616,0.193852,16.058168,0.063059,0.032377,0.035776,0.051679,0.005692,0.040012,0.00774,1.160856,1.390093,0.002321,2.242929,0.976383,1.973995,0.029413,0.636949,0.065279,0.356199,1.09275,14.754747,0.05655,4.257816,0.018637,0.04501,NA,12.293751,0.650101,0.393286,0.179869,1.254634,1.270941,2.039776,0.002517,1.089299,2.236724,3.806944,1.893892,0.061327,0.024838,0.444942,2.203402,0.088027,0.725803,8.918812,0.727931,1.424348,9.049143,0.700737,0.283745,0.645803,0.815027,0.64625,0.002275,4.013945,0.128543,0.036886,7.545408,0.415695,0.035484,2.752936,0.012645,1.568357,0.200572,14.345961,5.929765,5.652554,0.14018,15.925401,0.569646,0.004554,7.936476,0.589756,0.909528,0.644069,11.213318,2.388893,0.739435,24.937656,7.86495,2.472906,0.774474,0.141611,2.138756,0.453431,0.056331,0.057525,0.286156,1.059668,0.173339,0.065354,3.69046,1.923965,1.226143,3.55195,2.315219,12.526066,0.334225,0.979028,1.911311,0.119176,0.18933,1.591532,1.768959,0.988588,2.056849,1.65744,4.814552,0.21831,5.059875,2.097204,2.09674,4.854967,2.294554,2.58446,15.914657,3.754202,12.216722,14.808424,12.170445,8.611702,5.128931,0.758568,0.016114,0.008219,0.769059,0.461163,7.532941,0.070846,0.008969,0.035495,0.317181,0.273893,8.487804,0.055832,2.368318,1.290391,0.565452,3.331031,1.389272,0.010928,6.24856,0.016093,0.625226,0.160673,1.036421,0.903298,0.686699,1.378036,1.425126,0.123822,0.025227,0.010022,2.334966,8.196141,2.190797,5.07224,1.525155,0.356184,6.918844,0.027398,4.660424,0.116515,0.682345,1.834262,1.47778,1.529005,7.449808,4.605762,4.447827,1.919303,0.65739,0.573794,2.250946,2.119256,0.215539,0.106354,0.249908,0.457,NA,NA,0.622159,0.382813,1.517198,1.306638,1.301639,0.956253,9.778384,0.722252,1.714923,NA
DE219,SC,2,0.070693,0.20052,0.222089,0.190492,0.004314,5.628084,0.199758,15.877418,0.0626,0.031977,0.035741,0.058006,0.006381,0.044957,0.008649,1.163476,0.90797,0.002887,2.227403,0.91729,1.981225,0.037314,0.639834,0.042195,0.393864,1.073541,17.094476,0.056393,3.680114,0.026539,0.035707,NA,14.560618,0.735191,0.34445,0.179752,1.758149,1.417841,2.147528,0.002815,1.40206,2.238858,2.379986,1.681533,0.044536,0.024823,0.442408,3.033846,0.088326,0.656915,8.473758,1.096396,1.241227,8.820113,0.716281,0.316528,0.644614,0.714357,0.64732,0.002273,3.931336,0.130056,0.052299,5.526398,0.226007,0.025216,2.284152,0.012689,1.587012,0.200521,15.352685,6.01248,5.906109,0.141579,16.72397,0.359293,0.006463,8.38437,0.460525,0.650905,0.646754,12.275554,2.210364,0.52945,24.937656,7.580155,2.484532,0.54048,0.125326,1.728872,0.35872,0.050413,0.057606,0.248328,1.128292,0.176138,0.073131,3.316953,1.695412,0.950852,3.563221,2.311892,15.497332,0.334519,0.985218,1.886817,0.094699,0.192897,1.788082,1.924638,0.762823,2.337039,1.400768,4.099434,0.149922,5.68506,1.67202,2.091127,3.483615,1.963396,1.81636,14.582903,3.747671,12.733527,13.848612,14.366253,9.607396,5.682446,0.917077,0.016184,0.00677,0.758023,0.465029,4.033138,0.063407,0.007993,0.031705,0.293683,0.245581,12.365015,0.055714,2.575577,1.194874,0.498134,3.55595,1.272647,0.007249,6.618126,0.017979,0.539669,0.143753,0.81665,1.013776,0.606663,1.38819,1.560968,0.124038,0.031899,0.011243,2.33488,8.639489,2.497072,5.585649,1.089814,0.350305,6.862019,0.0245,4.697328,0.083895,0.714548,2.01713,1.705596,1.174907,5.929811,2.712842,4.500181,1.907568,0.659411,0.641781,2.260931,2.069458,0.247962,0.131692,0.224011,0.283173,NA,0.637509,0.557355,0.343274,1.571828,1.55572,1.092165,0.691584,9.77396,0.648692,1.620365,NA
