mdpackage.filters...1...,mdpackage.scores...1...,V3
633,0.0333300198100202,PF3D7_0408300
4528,0.0331963059304628,PF3D7_1413200
4903,0.0338341754606935,PF3D7_1453100
2142,0.0343031805419376,PF3D7_0915100
1114,0.0344336474301487,PF3D7_0602600
3487,0.0346674538068156,PF3D7_1229800
4318,0.03433778858454,PF3D7_1362700
3283,0.0344777172207883,PF3D7_1208000
2415,0.0344718306958785,PF3D7_1005700
2970,0.0343038248044587,PF3D7_1124400
1394,0.0343825009223033,PF3D7_0631600
3,0.0348075093330228,PF3D7_0100300
2429,0.0346618538641897,PF3D7_1007100
2594,0.0348539025234935,PF3D7_1024200
3586,0.0347621479722635,PF3D7_1240300
3960,0.0346739493008628,PF3D7_1324800
4862,0.0352122616768779,PF3D7_1449000
3841,0.0351083558562231,PF3D7_1312800
125,0.0351217812564179,PF3D7_0115400
3601,0.0351710327854058,PF3D7_1242200
1941,0.0356550360996094,PF3D7_0826300
4634,0.0353618715573231,PF3D7_1425700
709,0.0355027086356172,PF3D7_0417000
2246,0.0355491998684087,PF3D7_0925800
2660,0.0366915485673505,PF3D7_1031200
3048,0.0361778550394297,PF3D7_1132500
5147,0.036562464974687,PF3D7_1479100
4312,0.0366264312376593,PF3D7_1362100
2756,0.0363545314823928,PF3D7_1101200
754,0.0369036213069928,PF3D7_0422100
1333,0.0368054501874502,PF3D7_0625200
827,0.0379931658677759,PF3D7_0504400
113,0.0388285234790688,PF3D7_0113800
4660,0.0385067428450211,PF3D7_1428400
381,0.0388339609171921,PF3D7_0305500
2596,0.0384130522634983,PF3D7_1024400
3857,0.0390766007752128,PF3D7_1314400
4291,0.039348506273001,PF3D7_1359800
2291,0.0396894088561625,PF3D7_0930500
2929,0.0400224248010712,PF3D7_1120300
3579,0.0397142185276224,PF3D7_1239500
3985,0.0412843749931961,PF3D7_1327300
4527,0.0409295606133569,PF3D7_1413100
3342,0.0410656812663986,PF3D7_1214400
4158,0.0412080261525114,PF3D7_1346000
356,0.0411197181880959,PF3D7_0303000
1003,0.0425067016083424,PF3D7_0522400
660,0.0414714613195058,PF3D7_0411300
3114,0.0422812852740131,PF3D7_1140000
2597,0.0439339131237901,PF3D7_1024500
923,0.0436258331827299,PF3D7_0514300
582,0.0455376410351984,PF3D7_0403100
4690,0.0462580058951028,PF3D7_1431400
181,0.0452441154321512,PF3D7_0206100
5115,0.0461910244213946,PF3D7_1474800
1576,0.0459357125104602,PF3D7_0720300
3965,0.0454934259649347,PF3D7_1325300
1273,0.0469879371242759,PF3D7_0618700
324,0.0481665684899002,PF3D7_0222700
2569,0.0477100338066779,PF3D7_1021700
4966,0.046962610385031,PF3D7_1459500
2216,0.0476703725612614,PF3D7_0922700
2463,0.0485441132181145,PF3D7_1010600
559,0.0479625640530779,PF3D7_0324500
3372,0.0494331087352576,PF3D7_1217600
1069,0.0487542887091785,PF3D7_0529300
1506,0.0493541619416155,PF3D7_0712600
4067,0.0485971567515965,PF3D7_1336200
4246,0.0512716530673726,PF3D7_1355200
3452,0.0512402137066184,PF3D7_1226200
2197,0.054210424153664,PF3D7_0920700
2277,0.0531789309974972,PF3D7_0929000
790,0.053664051544233,PF3D7_0500100
1645,0.0536549571198595,PF3D7_0727800
380,0.0534233666765999,PF3D7_0305400
4114,0.0557718068207791,PF3D7_1341600
2229,0.0570171191907925,PF3D7_0924100
4261,0.0570090318493655,PF3D7_1356800
713,0.0603577039887914,PF3D7_0417400
4040,0.0586150609650563,PF3D7_1333300
4434,0.0581409797993334,PF3D7_1403300
1027,0.0591390152392448,PF3D7_0524800
3722,0.0567543526665175,PF3D7_1300100
1736,0.057677083216054,PF3D7_0805400
4560,0.0591274122492756,PF3D7_1416400
4771,0.0602488810131843,PF3D7_1439800
4898,0.0597781214001965,PF3D7_1452600
169,0.0587979618539023,PF3D7_0204800
3082,0.0597488499082246,PF3D7_1136100
5025,0.0629868469789265,PF3D7_1465600
172,0.0639955449858283,PF3D7_0205100
3954,0.0631571325103468,PF3D7_1324200
1186,0.0704185724975696,PF3D7_0609700
3668,0.0609150155410868,PF3D7_1249200
1664,0.0664930011181573,PF3D7_0729800
4708,0.0691704044585984,PF3D7_1433200
4676,0.0700743560525257,PF3D7_1430000
1223,0.0822245089983105,PF3D7_0613600
3124,0.064630453602279,PF3D7_1141000
2565,0.191501104678579,PF3D7_1021300
