mdpackage.filters...1...,mdpackage.scores...1...,V3
4095,0.0438612840122615,PF3D7_1339400
2285,0.045343615090167,PF3D7_0929800
2523,0.0461484063720759,PF3D7_1016900
3672,0.0454436460354463,PF3D7_1249600
5120,0.0471655539385488,PF3D7_1475300
3902,0.0467557443774215,PF3D7_1318900
1452,0.0471066778641474,PF3D7_0706200
4988,0.047460283922502,PF3D7_1461800
3898,0.0473112470206563,PF3D7_1318500
374,0.0470182731497502,PF3D7_0304800
4734,0.047056353722244,PF3D7_1435900
3910,0.0467951755852344,PF3D7_1319700
436,0.0467494497722709,PF3D7_0311400
53,0.046989667741919,PF3D7_0106500
2066,0.0476107577345329,PF3D7_0907200
4158,0.0478050630192706,PF3D7_1346000
1379,0.047665912657028,PF3D7_0629800
2546,0.0486271707567928,PF3D7_1019300
4114,0.0484147648468017,PF3D7_1341600
5125,0.0484519537597073,PF3D7_1475800
3276,0.050829998434814,PF3D7_1207300
1238,0.0501668858236984,PF3D7_0615100
3210,0.0495868924740005,PF3D7_1200400
2200,0.0510326002726952,PF3D7_0921100
4527,0.0518244896025251,PF3D7_1413100
2657,0.0510571836748876,PF3D7_1030900
3586,0.0525178359909482,PF3D7_1240300
473,0.0523405210571902,PF3D7_0315500
3500,0.0550286876351296,PF3D7_1231300
3778,0.0559023949451428,PF3D7_1306500
3998,0.0557135839173184,PF3D7_1328600
2896,0.0552055080448938,PF3D7_1116900
3941,0.0557709196732003,PF3D7_1322900
756,0.0551421537292993,PF3D7_0422300
1776,0.0557108267468209,PF3D7_0809700
1140,0.0550504530297186,PF3D7_0605200
1287,0.0549328081936894,PF3D7_0620200
1912,0.0545636106362321,PF3D7_0823400
4848,0.0555629355810899,PF3D7_1447600
2722,0.0547276412890779,PF3D7_1037800
1506,0.0554233653361464,PF3D7_0712600
1590,0.0580276032472377,PF3D7_0721700
4435,0.0567083923754111,PF3D7_1403400
3528,0.0565359335327919,PF3D7_1234400
2118,0.0563081401241623,PF3D7_0912700
3609,0.0581914666146514,PF3D7_1243000
1291,0.057771237851843,PF3D7_0620600
84,0.0593124309278369,PF3D7_0110000
2241,0.0583856118932038,PF3D7_0925300
826,0.058226857545317,PF3D7_0504300
1843,0.0579844062569015,PF3D7_0816500
1699,0.0594485270914877,PF3D7_0801400
3011,0.0619851686839991,PF3D7_1128600
4536,0.0626006673991463,PF3D7_1414000
4128,0.0645426130790361,PF3D7_1343000
4684,0.0697452711253768,PF3D7_1430800
1930,0.0686363317387477,PF3D7_0825200
4093,0.068432033466722,PF3D7_1339000
2759,0.0681050267680351,PF3D7_1101600
3965,0.0704974604453089,PF3D7_1325300
4116,0.0694162369546382,PF3D7_1341800
2604,0.0687256955286505,PF3D7_1025200
1003,0.0688048659356429,PF3D7_0522400
1282,0.0683895806215037,PF3D7_0619700
3268,0.0707960786655729,PF3D7_1206500
1203,0.0718973935237322,PF3D7_0611500
3144,0.07083036977259,PF3D7_1143000
4708,0.0720056527616889,PF3D7_1433200
4119,0.074482070116522,PF3D7_1342100
910,0.0739358435071719,PF3D7_0513000
4847,0.0718949305261558,PF3D7_1447500
3272,0.0737876701835696,PF3D7_1206900
4687,0.0745163486795517,PF3D7_1431100
1325,0.077269187371776,PF3D7_0624300
440,0.0741547225564959,PF3D7_0311800
3331,0.0764951898181156,PF3D7_1213300
4165,0.0806243424612289,PF3D7_1346700
4312,0.0776220103418982,PF3D7_1362100
4578,0.0748121284854702,PF3D7_1418300
3861,0.0749539526653786,PF3D7_1314800
945,0.073450269633475,PF3D7_0516600
5122,0.0777642825202062,PF3D7_1475500
4151,0.0743523458122296,PF3D7_1345300
957,0.075493194470857,PF3D7_0517800
2620,0.0714106910499089,PF3D7_1026900
2084,0.0750039509435743,PF3D7_0909100
3363,0.0892812000761976,PF3D7_1216500
596,0.0803092606493157,PF3D7_0404500
76,0.0753324980972164,PF3D7_0109100
2736,0.0797852829721048,PF3D7_1040100
2914,0.0767829373117754,PF3D7_1118800
5111,0.091084159517397,PF3D7_1474400
3587,0.0947087369921917,PF3D7_1240400
4922,0.130111948169149,PF3D7_1455000
333,0.116588763551739,PF3D7_0300400
684,0.125881017752211,PF3D7_0414500
3348,0.125039742337703,PF3D7_1215000
415,0.102436128462892,PF3D7_0309100
3677,0.074080122088704,PF3D7_1250100
336,0.925139764111104,PF3D7_0300800
